publication_id,Lien Google Scholar,Editors,Book,Publisher,chercheur,chercheur_id,Titre_publication,Auteurs,Lien,Journal,Conference,date_publication,Volumes,nombre_pages,Type
coaks2024,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ri2J--kAAAAJ&citation_for_view=ri2J--kAAAAJ:SeFeTyx0c_EC,Emerald Publishing Limited,,,SI TAYEB Fatima,30,Com_Tracker: a two-phases framework for detecting and tracking community evolution in dynamic social networks,Narimene Dakiche and Karima Benatchba and Fatima Benbouzid-Si Tayeb and Fatima Benbouzid-Si Tayeb and Yahya Slimani and Mehdi Anis Brahmi,https://doi.org/10.1108/JSIT-02-2021-0024,Journal of Systems and Information Technology,,2024,26,586-613,journal
exscs2024,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ri2J--kAAAAJ&citation_for_view=ri2J--kAAAAJ:fPk4N6BV_jEC,IEEE,,,SI TAYEB Fatima,30,Exploratory Data Analysis and Recurrent Expansion for Power Systems Cybersecurity Forensics,Tarek Berghout and Wei Hong Lim and Yassine Amirat and Fatima Benbouzid-Si Tayeb and Mohamed Benbouzid,,,IECON 2024-50th Annual Conference of the IEEE Industrial Electronics Society,2024,,1-6,conference
fliks2024,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ri2J--kAAAAJ&citation_for_view=ri2J--kAAAAJ:pqnbT2bcN3wC,,,SCITEPRESS,SI TAYEB Fatima,30,Flattening Based Cuckoo Search Optimization Algorithm for Community Detection in Multiplex Networks.,Randa Boukabene and Fatima Benbouzid-Si Tayeb and Narimene Dakiche,https://doi.org/10.5220/0012363600003636,,ICAART (3),2024,,519-526,conference
imnem2024,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ri2J--kAAAAJ&citation_for_view=ri2J--kAAAAJ:35N4QoGY0k4C,Springer US,,,SI TAYEB Fatima,30,Improved artificial bee colony algorithm based on community detection for link prediction problem,Hassen Mohamed Kerkache and Lamia Sadeg-Belkacem and Fatima Benbouzid-Si Tayeb,https://doi.org/10.1007/s11042-023-17197-6,Multimedia Tools and Applications,,2024,83,41655-41681,journal
lotrs2024,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ri2J--kAAAAJ&citation_for_view=ri2J--kAAAAJ:M05iB0D1s5AC,,,,SI TAYEB Fatima,30,LOOPer: A Learned Automatic Code Optimizer For Polyhedral Compilers,Massinissa Merouani and Khaled Afif Boudaoud and Iheb Nassim Aouadj and Nassim Tchoulak and Islem Kara Bernou and Hamza Benyamina and Fatima Benbouzid-Si Tayeb and Karima Benatchba and Hugh Leather and Riyadh Baghdadi,https://doi.org/10.48550/arXiv.2403.11522,arXiv preprint arXiv:2403.11522,,2024,abs/2403.11522,,journal
reees2024,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ri2J--kAAAAJ&citation_for_view=ri2J--kAAAAJ:4OULZ7Gr8RgC,IEEE,,,SI TAYEB Fatima,30,Replay Attacks on Smart Grids: A Comprehensive Review on Countermeasures,Mariem Bouslimani and Fatima Benbouzid-Si Tayeb and Yassine Amirat and Mohamed Benbouzid,,,,2024,,1-6,
exmes2014,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=R0oPubgAAAAJ&citation_for_view=R0oPubgAAAAJ:QIV2ME_5wuYC,IEEE,,IEEE,ARTABAZ Saliha ,4,Extraction method of Region of Interest from hand palm: Application with contactless and touchable devices,Artabaz Saliha and Benatchba Karima and Koudil Mouloud and Dellys Hachemi Nabil and Bouridane Ahmed,https://doi.org/10.1109/ISIAS.2014.7064624,,2014 10th International Conference on Information Assurance and Security,2014,,77-82,conference
acres2015,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=R0oPubgAAAAJ&citation_for_view=R0oPubgAAAAJ:7PzlFSSx8tAC,Springer International Publishing,,Springer,ARTABAZ Saliha ,4,A critical comparison of fingerprint fuzzy vault techniques,Hachemi Nabil Dellys and Noussaiba Benadjimi and Meriem Romaissa Boubakeur and Layth Sliman and Karima Benatchba and Saliha Artabaz and Mouloud Koudil,https://doi.org/10.1007/978-3-319-25939-0_16,,"Advances in Visual Informatics: 4th International Visual Informatics Conference, IVIC 2015, Bangi, Malaysia, November 17-19, 2015, Proceedings 4",2015,,178-188,conference
pases2015,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=R0oPubgAAAAJ&citation_for_view=R0oPubgAAAAJ:dhFuZR0502QC,,,,ARTABAZ Saliha ,4,Palmprint recognition system: Case Study with different databases.,Artabaz Saliha and Dellys Hachemi Nabil and Benatchba Karima and Koudil Mouloud and Bouridane Ahmed,,Journal of Information Assurance & Security,,2015,10,,journal
scyem2015,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=R0oPubgAAAAJ&citation_for_view=R0oPubgAAAAJ:L8Ckcad2t8MC,Springer International Publishing,,Springer,ARTABAZ Saliha ,4,Score level fusion scheme in hybrid multibiometric system,Saliha Artabaz and Layth Sliman and Karima Benatchba and Hachemi Nabil Dellys and Mouloud Koudil,https://doi.org/10.1007/978-3-319-25939-0_15,,"Advances in Visual Informatics: 4th International Visual Informatics Conference, IVIC 2015, Bangi, Malaysia, November 17-19, 2015, Proceedings 4",2015,,166-177,conference
chblt2017,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=R0oPubgAAAAJ&citation_for_view=R0oPubgAAAAJ:IWHjjKOFINEC,Springer International Publishing,,,ARTABAZ Saliha ,4,Chaff-Points Generation Using Knapsack Problem Resolution in Fingerprint Fuzzy Vault,Hachemi Nabil Dellys and Layth Sliman and Saliha Artabaz and Karima Benatchba and Mouloud Koudil,,,Proceedings of the 16th International Conference on Hybrid Intelligent Systems (HIS 2016),2017,,507-516,conference
muaon2017,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=R0oPubgAAAAJ&citation_for_view=R0oPubgAAAAJ:qUcmZB5y_30C,Springer International Publishing,,,ARTABAZ Saliha ,4,Multibiometrics enhancement using quality measurement in score level fusion,Saliha Artabaz and Layth Sliman and Hachemi Nabil Dellys and Karima Benatchba and Mouloud Koudil,,,"Intelligent Systems Design and Applications: 16th International Conference on Intelligent Systems Design and Applications (ISDA 2016) held in Porto, Portugal, December 16-18, 2016",2017,,260-267,conference
stgse2019,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=R0oPubgAAAAJ&citation_for_view=R0oPubgAAAAJ:hC7cP41nSMkC,Springer Singapore,,Springer,ARTABAZ Saliha ,4,Study of Score Fusion and Quality Weighting in the Bio-Secure DS2 Database,Saliha Artabaz and Layth Sliman,https://doi.org/10.1007/978-981-15-0399-3_20,,"Soft Computing in Data Science: 5th International Conference, SCDS 2019, Iizuka, Japan, August 28-29, 2019, Proceedings 5",2019,,252-261,conference
opiis2021,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=R0oPubgAAAAJ&citation_for_view=R0oPubgAAAAJ:-f6ydRqryjwC,,,,ARTABAZ Saliha ,4,Optimized multi-biometric enhancement analysis,Saliha Artabaz and Layth Sliman and Karima Benatchba and Mouloud Koudil,https://doi.org/10.1049/bme2.12026,IET Biometrics,,2021,10,326-341,journal
anrem2005,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=FTzfUeEAAAAJ&citation_for_view=FTzfUeEAAAAJ:d1gkVwhDpl0C,IEEE,,IEEE Computer Society,BESSEDIK Malika,6,Ant colony system for graph coloring problem,Malika Bessedik and Rafik Laib and Aissa Boulmerka and Habiba Drias,https://doi.org/10.1109/CIMCA.2005.1631360,,"International Conference on Computational Intelligence for Modelling, Control and Automation and International Conference on Intelligent Agents, Web Technologies and Internet Commerce (CIMCA-IAWTIC'06)",2005,1,786-791,conference
twhem2010,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=FTzfUeEAAAAJ&citation_for_view=FTzfUeEAAAAJ:u5HHmVD_uO8C,Inderscience Publishers,,,BESSEDIK Malika,6,Two hybrid ant algorithms for the general T-colouring problem,Mahmoudi Aicha and Bessedik Malika and Drias Habiba,https://doi.org/10.1504/IJBIC.2010.036162,International Journal of Bio-Inspired Computation,,2010,2,353-362,journal
aneem2011,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=FTzfUeEAAAAJ&citation_for_view=FTzfUeEAAAAJ:IjCSPb-OGe4C,IEEE,,IEEE Computer Society,BESSEDIK Malika,6,An Immune System for the general T-coloring problem,Aicha Mahmoudi and Karima Benathcba and Malika Bessedik,https://doi.org/10.1109/COGINF.2011.6016177,,IEEE 10th International Conference on Cognitive Informatics and Cognitive Computing (ICCI-CC'11),2011,,432-437,conference
hoohs2011,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=FTzfUeEAAAAJ&citation_for_view=FTzfUeEAAAAJ:9yKSN-GCB0IC,Inderscience Publishers Ltd,,,BESSEDIK Malika,6,How can bees colour graphs,Malika Bessedik and Bouakline Toufik and Habiba Drias,https://doi.org/10.1504/IJBIC.2011.038705,International Journal of Bio-Inspired Computation,,2011,3,67-76,journal
rephm2011,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=FTzfUeEAAAAJ&citation_for_view=FTzfUeEAAAAJ:u-x6o8ySG0sC,IEEE,,IEEE Computer Society,BESSEDIK Malika,6,Resolution of the general T-coloring problem using an MBO based algorithm,Nouioua Leila and Bessedik Malika,https://doi.org/10.1109/COGINF.2011.6016178,,IEEE 10th International Conference on Cognitive Informatics and Cognitive Computing (ICCI-CC'11),2011,,438-443,conference
acdem2014,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=FTzfUeEAAAAJ&citation_for_view=FTzfUeEAAAAJ:UeHWp8X0CEIC,Springer International Publishing,,,BESSEDIK Malika,6,A Cooperative approach using ants and bees for the graph coloring problem,Malika Bessedik and Asma Daoudi and Karima Benatchba,,"Nature Inspired Cooperative Strategies for Optimization (NICSO 2013) Learning, Optimization and Interdisciplinary Applications",,2014,,179-190,journal
panem2014,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=FTzfUeEAAAAJ&citation_for_view=FTzfUeEAAAAJ:qjMakFHDy7sC,Inderscience Publishers Ltd,,,BESSEDIK Malika,6,Parallel artificial immune system for the constrained graph list multicolouring problem,Riad Hadji and Nabil Menni and Ahmed Meraga and Malika Bessedik,https://doi.org/10.1504/IJMHEUR.2014.058861,International Journal of Metaheuristics,,2014,3,1-20,journal
anoms2016,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=FTzfUeEAAAAJ&citation_for_view=FTzfUeEAAAAJ:2osOgNQ5qMEC,Springer London,,,BESSEDIK Malika,6,An immunity-based hybrid genetic algorithms for permutation flowshop scheduling problems,Malika Bessedik and Fatima Benbouzid-Si Tayeb and Hamza Cheurfi and Ammar Blizak,,The International Journal of Advanced Manufacturing Technology,,2016,85,2459-2469,journal
reing2017,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=FTzfUeEAAAAJ&citation_for_view=FTzfUeEAAAAJ:zYLM7Y9cAGgC,Elsevier,,Elsevier,BESSEDIK Malika,6,Research on permutation flow-shop scheduling problem based on improved genetic immune algorithm with vaccinated offspring,Fatima Benbouzid-Si Tayeb and Malika Bessedik and Mohamed Benbouzid and Hamza Cheurfi and Ammar Blizak,https://doi.org/10.1016/j.procs.2017.08.055,Procedia computer science,"Knowledge-Based and Intelligent Information & Engineering Systems: Proceedings of the 21st International Conference KES-2017, Marseille, France, 6-8 September 2017",2017,112,427-436,journal
tocng2017,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=FTzfUeEAAAAJ&citation_for_view=FTzfUeEAAAAJ:Tyk-4Ss8FVUC,IEEE,,IEEE,BESSEDIK Malika,6,Towards authenticated network coding for named data networking,Ryma Boussaha and Yacine Challal and Malika Bessedik and Abdelmadjid Bouabdallah,https://doi.org/10.23919/SOFTCOM.2017.8115565,,"2017 25th international conference on software, telecommunications and computer networks (SoftCOM)",2017,,1-6,conference
natem2018,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=FTzfUeEAAAAJ&citation_for_view=FTzfUeEAAAAJ:Y0pCki6q_DkC,Elsevier,,Elsevier,BESSEDIK Malika,6,Nash-Pareto genetic algorithm for the frequency assignment problem,Fatma Laidoui and Malika Bessedik and Fatima Benbouzid Si-Tayeb and Nawfel Bengherbia and Massyl Yacine Khelil,https://doi.org/10.1016/j.procs.2018.07.262,Procedia Computer Science,"Knowledge-Based and Intelligent Information & Engineering Systems: Proceedings of the 22nd International Conference KES-2018, Belgrade, Serbia, 3-5 September 2018",2018,126,282-291,journal
anfem2019,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=FTzfUeEAAAAJ&citation_for_view=FTzfUeEAAAAJ:YsMSGLbcyi4C,IEEE,,IEEE,BESSEDIK Malika,6,A new brainstorming based algorithm for the community detection problem,Zohra Beldi and Malika Bessedik,https://doi.org/10.1109/CEC.2019.8789897,,2019 IEEE Congress on Evolutionary Computation (CEC),2019,,2958-2965,conference
anrem2019,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=FTzfUeEAAAAJ&citation_for_view=FTzfUeEAAAAJ:W7OEmFMy1HYC,Elsevier,,Elsevier,BESSEDIK Malika,6,A novel multi-objective immune memetic algorithm for the frequency assignment problem,Malika Bessedik and Fatima Benbouzid-SiTayeb and Mohamed Reda Keddar,https://doi.org/10.1016/j.procs.2019.09.161,Procedia Computer Science,"Knowledge-Based and Intelligent Information & Engineering Systems: Proceedings of the 23rd International Conference KES-2019, Budapest, Hungary, 4-6 September 2019",2019,159,67-76,journal
angem2019,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=FTzfUeEAAAAJ&citation_for_view=FTzfUeEAAAAJ:eQOLeE2rZwMC,Elsevier,,,BESSEDIK Malika,6,An effective multi-objective hybrid immune algorithm for the frequency assignment problem,Fatima Benbouzid-SiTayeb and Malika Bessedik and Mohamed Reda Keddar and Abd Errahmane Kiouche,https://doi.org/10.1016/j.asoc.2019.105797,Applied Soft Computing,,2019,85,105797,journal
agfks2020,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=FTzfUeEAAAAJ&citation_for_view=FTzfUeEAAAAJ:_FxGoFyzp5QC,,Proceedings of the 35th Annual ACM Symposium on Applied Computing,ACM,BESSEDIK Malika,6,A game-theoretic approach for the multi-objective frequency assignment problem in mobile networks,Fatma Laidoui and Fatima Benbouzid-Si Tayeb and Malika Bessedik and Fatima Zahra Laidi,https://doi.org/10.1145/3341105.3375778,,"SAC '20: The 35th ACM/SIGAPP Symposium on Applied Computing, online event, [Brno, Czech Republic], March 30 - April 3, 2020",2020,,1002-1009,conference
anlem2020,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=FTzfUeEAAAAJ&citation_for_view=FTzfUeEAAAAJ:WF5omc3nYNoC,Pergamon,,,BESSEDIK Malika,6,An efficient hybrid multi-objective memetic algorithm for the frequency assignment problem,Malika Bessedik and Fatima Benbouzid-SiTayeb and Mohamed Reda Keddar,https://doi.org/10.1016/j.engappai.2019.103265,Engineering Applications of Artificial Intelligence,,2020,87,103265,journal
oping2020,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=FTzfUeEAAAAJ&citation_for_view=FTzfUeEAAAAJ:ufrVoPGSRksC,Elsevier,,,BESSEDIK Malika,6,Optimized in-network authentication against pollution attacks in software-defined-named data networking,Ryma Boussaha and Yacine Challal and Abdelmadjid Bouabdallah and Malika Bessedik,https://doi.org/10.1016/j.jisa.2019.102409,Journal of Information Security and Applications,,2020,50,102409,journal
exion2021,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=FTzfUeEAAAAJ&citation_for_view=FTzfUeEAAAAJ:Se3iqnhoufwC,,,SCITEPRESS,BESSEDIK Malika,6,Exhaustive Solution for Mining Frequent Conceptual Links in Large Networks using a Binary Compressed Representation.,Hadjer Djahnit and Malika Bessedik,https://doi.org/10.5220/0010654800003064,,KDIR,2021,,180-190,conference
pebem2021,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=FTzfUeEAAAAJ&citation_for_view=FTzfUeEAAAAJ:UebtZRa9Y70C,Inderscience Publishers (IEL),,,BESSEDIK Malika,6,Performance assessment of biogeography-based multi-objective algorithm for frequency assignment problem,Asma Daoudi and Karima Benatchba and Malika Bessedik and Leila Hamdad,https://doi.org/10.1504/IJBIC.2021.119981,International Journal of Bio-Inspired Computation,,2021,18,199-209,journal
aning2022,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=FTzfUeEAAAAJ&citation_for_view=FTzfUeEAAAAJ:roLk4NBRz8UC,Taylor & Francis,,,BESSEDIK Malika,6,A novel variable neighborhood search for the offloading and resource allocation in Mobile-Edge Computing,Mohamed Younes Kaci and Malika Bessedik and Amina Lammari,,International Journal of Computers and Applications,,2022,44,897-905,journal
ageem2023,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=FTzfUeEAAAAJ&citation_for_view=FTzfUeEAAAAJ:3fE2CSJIrl8C,Elsevier,,,BESSEDIK Malika,6,A game-theoretical constructive approach for the multi-objective frequency assignment problem,Fatma Laidoui and Malika Bessedik and Fatima Benbouzid-Si Tayeb,https://doi.org/10.1016/j.asoc.2023.110444,Applied Soft Computing,,2023,144,110444,journal
anrks2023,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=FTzfUeEAAAAJ&citation_for_view=FTzfUeEAAAAJ:Zph67rFs4hoC,Elsevier,,Elsevier,BESSEDIK Malika,6,A New Branch and Bound Algorithm for Mining Frequent Conceptual Links in Social Networks,Hadjer Djahnit and Malika Bessedik,https://doi.org/10.1016/j.procs.2023.10.437,Procedia Computer Science,"Knowledge-Based and Intelligent Information & Engineering Systems: Proceedings of the 27th International Conference KES-2023, Athens, Greece, 6-8 September 2023",2023,225,4399-4409,journal
aneks2023,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=FTzfUeEAAAAJ&citation_for_view=FTzfUeEAAAAJ:KlAtU1dfN6UC,,,SCITEPRESS,BESSEDIK Malika,6,A Novel Hybrid Approach Combining Beam Search and DeepWalk for Community Detection in Social Networks.,Aymene Berriche and Marwa Nair and Kamel Mohammed Yamani and Mehdi Zakaria Adjal and Sarra Bendaho and Nidhal Eddine Chenni and Fatima Benbouzid-Si Tayeb and Malika Bessedik,https://doi.org/10.5220/0012231500003584,,WEBIST,2023,,454-463,conference
